question_code,category,exception_code,severity,question_text,exception_description_response,check_type,selling_guide_citations,p0_status_loan_12607601215,status_reason_category,status_reason_detail,engine_message
O-FNM-15338,Assets,O-FNM-50261,Critical,Were all earnest money deposit asset requirements met?,The VOD and/or bank statements average balance for the past 2 months do not support the amount of the earnest money deposit or as what was required by DU.,computation,B3-4.3-09 Earnest Money Deposit; B3-4.2-01 Verification of Deposits and Assets,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15339,Assets,O-FNM-00278,Critical,Were all anticipated sales proceeds asset requirements met?,The anticipated sales proceeds were calculated incorrectly for an owned home listed for sale but has not yet been sold.,computation,B3-4.3-10 Anticipated Sales Proceeds,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Anticipated-sales-proceeds trigger requires an owned home listed for sale but not yet sold; the borrower's sole other property carries ownedPropertyDispositionStatusType='RetainForRental' (kept as a rental, subjectIndicator='N'), not pending sale.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15339,Assets,O-FNM-51041,Critical,Were all anticipated sales proceeds asset requirements met?,An employee relocation plan is part of the transaction without a copy of the executed buy-out agreement to document the source of funds in the file.,doc_presence,B3-4.3-10 Anticipated Sales Proceeds,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Other property retained for rental (not sold) -> no anticipated sales proceeds/employee relocation buy-out scenario, and no such doc exists",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15339,Assets,O-FNM-51040,Critical,Were all anticipated sales proceeds asset requirements met?,Assets from a “like-kind exchange” were not properly documented and/or did not comply with Internal Revenue Code Section 1031.,doc_completeness,B3-4.3-10 Anticipated Sales Proceeds,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires like-kind/1031 exchange assets; no such documentation or mention exists in the profile, and this is a standard purchase transaction",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15339,Assets,O-FNM-51039,Critical,Were all anticipated sales proceeds asset requirements met?,The proceeds from the sale of a current home needed to close the subject loan was not documented with a copy of the settlement statement documenting sufficient net cash proceeds.,doc_presence,B3-4.3-10 Anticipated Sales Proceeds,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Borrower's other property has dispositionStatus=RetainForRental (being kept as a rental), not sold -- contradicts the 'anticipated sales proceeds from a home sale' scenario.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15340,Assets,O-FNM-00285,Critical,Were all trade equity asset requirements met?,The trade equity contribution was not calculated correctly and/or documented appropriately.,computation,B3-4.3-11 Trade Equity,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15341,Assets,O-FNM-55669,Major,Were all rent credit for option to purchase asset requirements met?,"A copy of the rental/lease with an option to purchase agreement evidencing an original term of at least 12 months, the total number of months of the agreement, the monthly rental amount, and the amount of the monthly rent credit is not in the file.",doc_presence,B3-4.3-12 Rent-Related Credits,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"No rent-credit-for-option-to-purchase lease is evidenced; only a standard Purchase Agreement is in the closed 54-doc inventory, no lease/option-to-purchase document.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15341,Assets,O-FNM-58104,Critical,Were all rent credit for option to purchase asset requirements met?,"The rent-back credit was used as an eligible source of funds for closing costs, down payment, or reserves when qualifying the borrower.",threshold_eligibility,B3-4.3-12 Rent-Related Credits,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a rent-back credit under a documented lease/option-to-purchase arrangement; the closed-world documents[] contains no lease, rental agreement, or option-to-purchase documentType, and the sale is a standard Purchase Agreement documents[13].",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15341,Assets,O-FNM-55671,Major,Were all rent credit for option to purchase asset requirements met?,The rent credit with an option to purchase market rent was not determined by the subject property appraisal.,cross_doc_consistency,B3-4.3-12 Rent-Related Credits,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Rent-credit-for-option-to-purchase trigger provably false: closed doc inventory contains a standard Purchase Agreement and no lease/option-to-purchase document; sole non-employment asset is a $10,000 GIFT_OF_CASH.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15341,Assets,O-FNM-55670,Major,Were all rent credit for option to purchase asset requirements met?,"Rent credit with an option to purchase copies of the borrower’s canceled checks, bank statements, or money order receipts is not in the file.",doc_presence,B3-4.3-12 Rent-Related Credits,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Purchase confirmed, but no rent-with-option-to-purchase arrangement is evidenced anywhere in the closed doc inventory (no lease-option/rent-credit docs)",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15341,Assets,O-FNM-00277,Critical,Were all rent credit for option to purchase asset requirements met?,The rent credit with an option to purchase credit was not calculated using the difference between the market rent and the actual rent paid by the borrower.,computation,B3-4.3-12 Rent-Related Credits,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Rent-credit-for-option-to-purchase trigger provably false: closed doc inventory contains a standard Purchase Agreement and no lease/option-to-purchase document; sole non-employment asset is a $10,000 GIFT_OF_CASH, no rent-credit funds.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15342,Assets,O-FNM-00288,Critical,Were all sweat equity asset requirements met?,Sweat equity was considered on an unallowable transaction and eligibility requirements were not met.,threshold_eligibility,B3-4.3-13 Sweat Equity; B5-6-02 HomeReady Mortgage Underwriting Methods and Requirements,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires sweat equity used as a source of funds; sweat equity must be documented in file (appraiser valuation of labor/materials, sweat-equity agreement) and the closed-world documents[] contains no such documentType; the evidenced funds are VOA x2, Bank Statement x2, and a cash gift (assetDetail.assets[0].assetType='GIFT_OF_CASH').",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15343,Assets,O-FNM-00282,Critical,Were all bridge/swing loan asset requirements met?,"A bridge/swing loan was obtained without the borrower’s ability to make the payments on the new home, current home, bridge loan, and other obligations being documented.",doc_completeness,B3-4.3-14 Bridge/Swing Loans,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Borrower's other property has dispositionStatus='RetainForRental' (being kept, not sold) -> no sale to bridge, so no bridge/swing loan scenario",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15343,Assets,O-FNM-56360,Critical,Were all bridge/swing loan asset requirements met?,The bridge loan was cross-collateralized against the new property.,threshold_eligibility,B3-4.3-14 Bridge/Swing Loans,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,"Trigger requires a bridge/swing loan in the transaction; the borrower's only owned property is positively marked ownedPropertyDispositionStatusType='RetainForRental' (no pending sale to bridge), and the closed-world documents[] contains no bridge-loan documentType; down-payment funds are evidenced by VOA x2 / Bank Statement x2 / Gift Letter.",Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15344,Assets,O-FNM-00279,Critical,Were all borrowed funds secured by an asset requirements met?,Funds were borrowed from a secured asset without the monthly payment being considered and/or the same asset was used for reserves without reducing the value.,computation,B3-4.3-15 Borrowed Funds Secured by an Asset,NOT_COMPILED,NOT_COMPILED_COMPUTATION_NOT_LTV_DTI,Rule requires a recomputation this project only builds for LTV/DTI today (compile-time gap),
O-FNM-15345,Assets,O-FNM-00290,Major,Were all credit card financing and rewards points asset requirements met?,Credit card financing used to pay customary fees outside of closing exceeded 2% of the loan amount and/or the assets and payments were not evaluated as per guidelines.,threshold_eligibility,B3-4.3-16 Credit Card Financing and Reward Points; B3-4.2-02 Depository Accounts,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15345,Assets,O-FNM-55108,Critical,Were all credit card financing and rewards points asset requirements met?,Credit card points converted to cash were considered and qualify as a large deposit without the file documenting the large deposit source as a conversion of credit card reward points.,doc_completeness,B3-4.3-16 Credit Card Financing and Reward Points; B3-4.2-02 Depository Accounts,NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,"Only applies when this specific funding scenario occurred, an underwriting fact not derivable from document inventory; no specific document is named.",
O-FNM-15345,Assets,O-FNM-54871,Critical,Were all credit card financing and rewards points asset requirements met?,"Credit card points converted to cash was considered, but not deposited into a borrower’s depository account, and a verification of the cash value and conversion to cash prior to closing was not provided.",doc_completeness,B3-4.3-16 Credit Card Financing and Reward Points; B3-4.2-02 Depository Accounts,NOT_APPLICABLE,PRECONDITION_NOT_APPLICABLE,No credit-card-rewards-points funds evidenced; documented funds are Verification Of Assets + Gift Letter only,Precondition not met: _demo_scenario_gate_always_false == 'True' does not hold for this loan.
O-FNM-15346,Assets,O-FNM-50263,Critical,Were all personal unsecured loans asset requirements met?,Funds needed to close were derived from an unallowable personal unsecured loan.,threshold_eligibility,B3-4.3-17 Personal Unsecured Loans,NOT_COMPILED,NOT_COMPILED_THRESHOLD_NOT_PARSEABLE,"Rule cites a threshold but the compiler could not extract one unambiguous number+direction from the text (compile-time gap, same for every loan)",
O-FNM-15347,Assets,O-FNM-00284,Critical,Were all sale of personal assets requirements met?,"Stocks, bonds, mutual funds or trust funds used as a source of funds without documenting the borrower’s ownership and/or value of the asset.",doc_completeness,"B3-4.3-18 Sale of Personal Assets; B3-4.3-01 Stocks, Stock Options, Bonds, and Mutual Funds; B3-4.3-02 Trust Accounts",NOT_COMPILED,NOT_COMPILED_TRIGGER_GATED_NEEDS_FACT_MACHINERY,Only relevant when personal securities are used as funds to close; no matching document type exists in the closed vocabulary.,
